Date,Time,Views,Caption,Hashtags
2023-09-08,10:45:40,66622,"Follow @sanidhya.ai in the 100 days 100 learnings challenge to get smarter everyday!
#profile #dp #linkedin #picture","#profile, #dp, #linkedin, #picture"
2023-09-06,10:29:55,10772,"Follow @sanidhya.ai in the 100 days 100 learnings challenge to get smarter everyday!
#apple #android #mac #iphoneonly","#apple, #android, #mac, #iphoneonly"
2023-09-04,10:32:46,15919,"Follow @sanidhya.ai in the 100 days 100 learnings challenge to get smarter everyday!
#online #store #dropship #earnmoney","#online, #store, #dropship, #earnmoney"
2023-09-03,10:15:00,9060,Zyada masti ho gayi! Check the last post 🫡,
2023-09-01,10:52:29,13049,"Follow @sanidhya.ai in the 100 days 100 learnings challenge to get smarter everyday 💯

#edits #midjourney #aiart","#edits, #midjourney, #aiart"
2023-08-28,10:54:38,31084,"Follow @sanidhya.ai in the 100 days 100 learnings challenge to get smarter everyday 🫶🏼💯

#book #chatgpt #ai #college #school","#book, #chatgpt, #ai, #college, #school"
2023-08-25,10:34:38,13214,"Follow @sanidhya.ai in the 100 days 100 learnings challenge to get smarter everyday.

#linkinbio #linkedin #job","#linkinbio, #linkedin, #job"
2023-08-23,10:18:40,129760,"Follow @sanidhya.ai in the 100 days 100 learnings challenge to get smarter everyday

#project #research #google #work","#project, #research, #google, #work"
2023-08-21,10:45:00,19096,"Follow @sanidhya.ai in the 100 days 100 learnings challenge to get smarter everyday!

#free #tools #mail #doc","#free, #tools, #mail, #doc"
2023-08-18,10:48:50,97653,"Follow @sanidhya.ai in the 100 days 100 learnings challenge to get smarter everyday!

#courses #college #learn #micro","#courses, #college, #learn, #micro"
2023-08-16,10:31:20,22405,"Follow @sanidhya.ai in the 100 days 100 learnings challenge to get smarter everyday!

#student #college #tools #study","#student, #college, #tools, #study"
2023-08-15,11:28:22,10133,"Follow @sanidhya.ai in the 100 days 100 learnings challenge to get smarter everyday

#business #funding #job #money","#business, #funding, #job, #money"
2023-08-12,10:53:10,22175,"Follow @sanidhya.ai in the 100 days 100 learnings challenge to get smarter everyday 

#job #mail #reply #google","#job, #mail, #reply, #google"
2023-08-11,10:54:04,293575,"Follow @sanidhya.ai in the 100 days 100 learnings challenge to get smarter everyday!

#instagood #stories #image #edit","#instagood, #stories, #image, #edit"
2023-08-10,10:28:36,759474,"Follow @sanidhya.ai in the 100 days 100 learnings challenge to get smarter everyday 

#office #mail #job","#office, #mail, #job"
2023-08-06,10:40:24,62556,"Follow @sanidhya.ai in the 100 days 100 learnings challenge to get smarter everyday!

#chat #chatgpt #development","#chat, #chatgpt, #development"
2023-08-03,11:21:54,43806,"Follow @sanidhya.ai in the 100 days 100 learnings challenge to get smarter everyday

#travel #flight #traveling","#travel, #flight, #traveling"
2023-08-01,11:21:40,20820,"Follow @sanidhya.ai in the 100 days 100 learnings challenge to get smarter everyday ⚡️

#gmail #mail #job","#gmail, #mail, #job"
2023-07-31,11:35:31,12432,"Follow @sanidhya.ai in the 100 days 100 learnings challenge to get smarter everyday 🫶🏼

#youtube #movies #bollywood #hindi","#youtube, #movies, #bollywood, #hindi"
2023-07-29,12:02:04,110183,"Follow @sanidhya.ai in the 100 days 100 learnings challenge.

Website is called mail-signature.com",
2023-07-27,11:29:52,8648,Follow @sanidhya.ai in 100 days 100 learnings challenge to get smarter everyday,
2023-07-26,11:01:56,23750,"Follow @sanidhya.ai in the 100 days 100 learnings challenge to get smarter everyday!

#business #startup","#business, #startup"
2023-07-24,11:09:57,9465,"Follow @sanidhya.ai in the 100 days 100 learnings challenge to get smarter everyday 

#instagood #edits","#instagood, #edits"
2023-07-21,12:13:24,6803,"Follow @sanidhya.ai in the 100 days 100 learnings challenge to get smarter everyday 

#aiart #design","#aiart, #design"
2023-07-19,11:29:30,126074,"Follow @sanidhya.ai in the 100 days 100 learnings challenge to get smarter everyday!

#resume #job","#resume, #job"
2023-07-18,12:29:30,5916,"Follow @sanidhya.ai in the 100 days 100 learnings challenge to get smarter everyday!

#note #notebook","#note, #notebook"
2023-07-17,12:30:59,15159,"Follow @sanidhya.ai in the 100 days 100 learnings challenge to get smarter everyday 

#personality #tools","#personality, #tools"
2023-07-15,13:01:05,6491,"Follow @sanidhya.ai in the 100 days 100 learnings challenge to get smarter everyday

#research #google #openai","#research, #google, #openai"
2023-07-13,11:59:12,6149,"Follow @sanidhya.ai in the 100 days 100 learnings challenge to get smarter everyday

#mail #gmail #hack","#mail, #gmail, #hack"
2023-07-12,13:00:27,15569,"Follow @sanidhya.ai in the 100 days 100 learnings challenge to get smarter everyday

For the Insight face tutorial search for “Insight face tutorial by Olivio” on Youtube or go to “https://www.youtube.com/watch?v=rtYsDXzGP9E”

#aiart #midjourney","#aiart, #midjourney"
2023-07-11,11:11:07,20558,"Follow @sanidhya.ai in 100 days 100 learnings challenge to get smarter everyday 

#ideas #design","#ideas, #design"
2023-07-10,10:27:21,69959,"Follow @sanidhya.ai in the 100 days 100 learnings challenge to get smarter everyday 

#research #google #openai","#research, #google, #openai"
2023-07-06,07:10:00,5666,"Aajao gang! Let’s build an awesome community here. Also, never thought this will be my first post here 🫶🏼❤️",
2023-07-05,12:35:23,6389,"Follow me on threads @sanidhya.ai in 100 days 100 learnings to get smarter everyday 

#instagram #twitter #thread","#instagram, #twitter, #thread"
2023-07-04,12:09:02,27820,"Follow @sanidhya.ai in the 100 days 100 learnings challenge to get smarter everyday 

#nocode #website #resume #job","#nocode, #website, #resume, #job"
2023-07-03,11:14:05,11576,"Follow @sanidhya.ai in the hundred days hundred learnings is challenge to get smarter every day.

#search #google #research","#search, #google, #research"
2023-07-02,12:00:24,4355,"Follow @sanidhya.ai in 100 days 100 learnings challenge to get smarter every day!

#docs #pdf #workout #google","#docs, #pdf, #workout, #google"
2023-07-01,11:03:40,38162,"Link to the form is in my profile description

 Follow @sanidhya.ai in 100 days 100 learnings to get smarter everyday 

#startup #ideas","#startup, #ideas"
2023-06-30,12:56:28,8923,"Follow @sanidhya.ai in the 100 days 100 learnings challenge to get smarter everyday 

#design #art #ai","#design, #art, #ai"
2023-06-29,11:56:24,40489,"Follow @sanidhya.ai in the 100 days 100 learnings challenge to get smarted everyday 💯

#ai #photos #photoshop","#ai, #photos, #photoshop"
2023-06-28,11:30:53,42415,"Follow @sanidhya.ai in 100 days 100 learnings and get smarter everyday 

#chatgpt #ai #100days100challenge","#chatgpt, #ai, #100days100challenge"
2023-06-27,11:42:23,81298,"Follow @sanidhya.ai in the 100 days 100 learnings challenge to get smarter everyday

#powerpoint #presentation","#powerpoint, #presentation"
2023-06-26,11:21:49,11669,"Tool Name: Rows.com

Follow @sanidhya.ai in 100 days 100 learnings challenge to get smarter everyday

#excel #sheets #microsoft #google","#excel, #sheets, #microsoft, #google"
2023-06-25,12:03:45,31946,"Join @sanidhya.ai in 100 days 100 learning to get smarter everyday ⚡️

#googlemeet #videocall","#googlemeet, #videocall"
2023-06-23,12:10:52,26321,"Follow @sanidhya.ai on the journey of 100 days 100 learnings.
#linkedin #job #linkinbio","#linkedin, #job, #linkinbio"
2023-06-22,14:56:36,8979,🚀 Ready for the ultimate AI job hunt? 📚 Join @sanidhya.ai’s 100 Days 100 Learning Challenge! Today’s video spills the beans on acing job applications. 💼🎯 Boost your chances with expert tips! Don’t miss out! 🔥💪 #AIJobHunt #JobApplicationSecrets #SanidhyaAI,"#AIJobHunt, #JobApplicationSecrets, #SanidhyaAI"
2023-06-21,12:07:40,46354,Follow @sanidhya.ai and join me in the 100 days of learning.,
2023-06-20,11:28:05,6162,"Follow @sanidhya.ai for an incredible journey as they kick off the 100 days 100 learning challenge! 🎉💡
Today, they’re sharing the second video on writing engaging scripts for Instagram Reels. 📝🎥
Master the art of captivating content and unleash your creativity! 💥✨
Join the challenge and level up your AI knowledge! 🚀🧠
#AICommunity #TechTalks #LearningChallenge #InstagramReels101","#AICommunity, #TechTalks, #LearningChallenge, #InstagramReels101"
2023-06-19,12:41:31,3974,"🔥 Follow @sanidhya.ai to embark on an incredible learning journey! 🚀 Today marks Day 1 of the 100 Days 100 Learning Challenge, where you’ll dive into the captivating world of Artificial Intelligence. Get ready to unlock your potential and become an AI whiz! 🤩💡 #100Days100LearningChallenge #AIExplorers #SanidhyaAI","#100Days100LearningChallenge, #AIExplorers, #SanidhyaAI"
2023-06-06,14:04:02,7744,"🔥 Explore the world of AR and VR with these mind-blowing courses! 🌍✨
Follow @sanidhya.ai for an unforgettable journey into the realms of augmented and virtual reality. 🚀
Discover the secrets of immersive design and master the art of creating captivating experiences. 🎮💡
Level up your skills with these top-rated courses and unlock a whole new dimension of creativity! 📚✨
#ARdesign #VRcourses #ImmersiveExperience #TechEnthusiast #SanidhyaAI","#ARdesign, #VRcourses, #ImmersiveExperience, #TechEnthusiast, #SanidhyaAI"
2023-06-01,12:13:48,110931,"🔥 Calling all college students! 🎓🎉 Follow @sanidhya.ai for the ultimate hack to save those hard-earned dollars 💸💯

Discover a website that compiles all the hottest discounts exclusively for students 🙌✨ Get your hands on amazing deals from your favorite brands 🛍️💥 Don’t miss out on these jaw-dropping savings! 😱🔥 #CollegeLife #Discounts4Students #Savings101","#CollegeLife, #Discounts4Students, #Savings101"
2023-05-29,15:02:12,2001,Follow @sanidhya.ai  for more such interesting A.I. Tools,
2023-05-25,14:30:00,3567,"🔥 Get ready to level up your reel game! Follow @sanidhya.ai for an incredible A.I. tool that does it ALL! 🎥💡✍️ From brainstorming ideas to writing scripts, shooting, adding captions, and creating awesome videos, this A.I. assistant has got your back! 🤖💥 Unleash your creativity and create reels like a pro effortlessly! 🚀💫 #AIAssistant #ReelMagic #TechTrends","#AIAssistant, #ReelMagic, #TechTrends"
2023-05-22,14:32:39,2672,"🔥 Get ready to level up your AI game! 🚀 Follow @sanidhya.ai for an app that brings you 100 mind-blowing free AI tools! 🤖💡 Discover tools that’ll amaze you, from image recognition to chatbots, and take your tech skills to new heights! 🌟💻 Don’t miss out on this AI revolution! 🙌✨ #AItools #TechWizards #InnovationStation","#AItools, #TechWizards, #InnovationStation"
2023-05-19,14:01:30,47277,"🔥 Tired of unwanted people and objects ruining your perfect shots? Look no further! 

😍 Introducing the ultimate visual cleaning app that magically erases them all! ✨ Say goodbye to photobombs and clutter, and hello to flawlessness! 

Follow @sanidhya.ai now and step into a world of picture-perfect moments! 📸💥 #CleanAndPerfect #GoodbyePhotobombs #FlawlessEditing","#CleanAndPerfect, #GoodbyePhotobombs, #FlawlessEditing"
2023-05-16,15:34:08,3551,"Follow @sanidhya.ai for more such productive content 💯

Copy the prompt from my bio ✨

or

Act as a professional job experience writer for resumes. I'll give you information about the work, experience and achievements in my job and you have to write it in the form of industry standard job description experience.

The format should be: ""I worked on <project> using <skill> to drive <outcome>

Here's my information: ""ENTER JOB INFORMATION""

Limit your answer to 3 bullet points. Each point being less than 20 words. Make sure all the points are unique and don't coincide with each other. Give answer in the format of 3 bullet points.

Write the final outcome in english language.

Please write in English language.",
2023-05-13,14:05:00,4450,"🔥 Upgrade your image game with the ultimate software from @sanidhya.ai! 

You can copy link from my bio or the pinned comment, else

Here’s the link: https://replicate.com/nightmareai/real-esrgan

🚀 Say goodbye to low quality pics and hello to 4K brilliance! 😍✨ 

Enhance details, colors, and clarity like never before! 🌈📸 Get ready to be amazed! 💯 #AI #ImageEnhancement #4KMagic #TechWonders","#AI, #ImageEnhancement, #4KMagic, #TechWonders"
2023-05-10,15:31:37,3650,"🤖 Don’t waste time searching for AI tools!
👉 Follow @sanidhya.ai for one-stop access!
🎉 Get everything from chatbots to computer vision
🔍 Search, compare and choose the best!
💻 Boost your AI game today!
#ArtificialIntelligence #AItools #TechTrends #InnovationNatio","#ArtificialIntelligence, #AItools, #TechTrends, #InnovationNatio"
2023-05-07,14:44:05,2983,"🚀 Ready to take your video editing skills to the next level? 🎥🤖 Follow @sanidhya.ai to discover the ultimate tool for editing videos with A.I. 🤯👀 With its advanced technology, you can achieve professional-level edits in just a few clicks! 💻🔥 

#videoediting #artificialintelligence #A.I. #tech #sanidhyaai","#videoediting, #artificialintelligence, #A, #tech, #sanidhyaai"
2023-05-04,14:55:56,124802,"Use this AI prompt from @sanidhya.ai to generate awesome captions in seconds! 🤯

Directly copy the prompt from the excel sheet in @sanidhya.ai ’s bio.

Or here’s the prompt:

Act as an instagram image/reels caption creator. I will describe the image in a few words and you have to get 100 captions that are related to it. Make it in “English”
You have to create a “Very Short” caption. Make sure it reflects the emotion “ <ENTER EMOTION HERE>”.
Use emojis to make it interesting.

The image is “<DESCRIBE YOUR IMAGE HERE>”
Please write in English language.

.
.
.

🔥👀 #AI #captiongenerator #InstagramAI #techsavvy #sanidhyaai","#AI, #captiongenerator, #InstagramAI, #techsavvy, #sanidhyaai"
2023-05-01,14:30:00,3919,"Follow @sanidhya.ai for more such amazing content.

⭐️ Copy the prompt from the @sanidhya.ai ‘s bio

Here’s the prompt:

Act as an Indian nutritionist who specializes in creating a weekly diet based on popular Indian ingredients that are commonly found in Indian households. Your goal is to ask questions one after the other to understand the user and their goals with diet. 

 I will provide you with all the information needed about an individual aiming to be fit, strong, and healthy through proper nutrition. Your work is to devise the best plan for that person depending on their current health statistics, fitness goals, and lifestyle.

Take every infomation required to  make a well performing meal. DON’T present the table or give the diet till you are confident that this meal will be perfect for me.

Towards the end make a table with atleast 3 meals that are detailed for every day in the week. Also, calculate the users BMI and include that in the plan. Make sure you ask if the user is veg, non-veg or both.

Start by asking me a single question that you require to create the best INDIAN HOUSEHOLD diet for me.Ask me one question at a time. After I provide an answer only then ask me next question.

Only after I present you with the relevant and required information, finally give me the weekly diet plan in a table format. Don’t give me a weekly sample meal plan. Only focus on asking questions and understanding me well.",
2023-04-28,14:59:46,276751,"🚀 Looking for amazing prompts for your AI project? 🤖

👉 Follow @sanidhya.ai for an awesome plugin that gives you 3000 prompts for FREE! 🔥

🤯 Boost your creativity and enhance your AI skills with this game-changing tool. 💪

🙌 Join the thousands of AI enthusiasts who have taken their projects to the next level. 💻

🔎 Find the perfect prompt for your project and stand out in the world of AI. 🌎

🎉 Get your hands on this must-have plugin now! ✨

🔥 #AI #artificialintelligence #tech #innovation #programming #coding #developer #machinelearning #datascience #technology #techcommunity #AIcommunity #developercommunity #sanidhyaai","#AI, #artificialintelligence, #tech, #innovation, #programming, #coding, #developer, #machinelearning, #datascience, #technology, #techcommunity, #AIcommunity, #developercommunity, #sanidhyaai"
2023-04-25,15:03:50,3002,"🔥 Get ready for the latest in AI insights! 🤖

Discover a new way to stay on top of the AI world 🚀

With updated information and exclusive access, you won’t miss a beat.

🤖 Say goodbye to outdated AI news and hello to your new go-to source.

Follow @sanidhya.ai for the best in AI tips and trends! 💡

#perplexityai #ai #artificialintelligence #machinelearning #deeplearning #tech #innovation #datascience #automation #futuretech #aileadership","#perplexityai, #ai, #artificialintelligence, #machinelearning, #deeplearning, #tech, #innovation, #datascience, #automation, #futuretech, #aileadership"
2023-04-22,15:02:17,19091,"🚀 Want to create LinkedIn posts that stand out in 20 seconds or less? Look no further! Introducing the ultimate solution for busy professionals: ChatGPT AI’s prompts. 

Follow @sanidhya.ai for more AI-powered content creation tips.

PROMPT HERE:

Write a 100 word linked in post like I am narrating a personal story of mine for “ENTER TOPIC HERE”. Write as if it’s a personal experience that led me to try the product. The experience should feel real. Make it empathetic and as personalised as possible. It shouldn’t feel computer or A.I. generated.

<ENTER INFORMATION ABOUT YOURSELF>

Start with a click bait ONE LINE hook to make sure the user reads further. Use emojis to make it interesting. Make sure it has proper breaks. Make it super unique which creating a consistent writing style for my brand.

Towards the end add a CTA for the user to visit my profile or INTERACT with the linked in post.

#contentcreation #AI #LinkedInTips #ProductivityHacks #ChatGPT #ProfessionalDevelopment #MarketingTips #SocialMediaMarketing #PersonalBranding #DigitalMarketing","#contentcreation, #AI, #LinkedInTips, #ProductivityHacks, #ChatGPT, #ProfessionalDevelopment, #MarketingTips, #SocialMediaMarketing, #PersonalBranding, #DigitalMarketing"
2023-04-19,15:39:32,1176,"🚨Attention Interviewees!🚨 Want to ace your next interview with the help of AI? 

Look no further than ChatGPT! Our specialized prompts are tailored to help you prepare for any interview scenario. 

Don’t forget to follow @sanidhya.ai for more AI updates.

#interviewpreparation #chatbot #artificialintelligence #careerdevelopment #jobinterviews #interviewtips #careeradvice #jobseekers #employment #hiring","#interviewpreparation, #chatbot, #artificialintelligence, #careerdevelopment, #jobinterviews, #interviewtips, #careeradvice, #jobseekers, #employment, #hiring"
2023-04-16,14:58:35,-1,"🤣😂 Get ready to laugh out loud with the help of AI-powered memes! 🤖🎭 Discover a website that lets you create the funniest memes with the help of Artificial Intelligence. 😎🚀 

Don’t waste any more time and start creating your own memes now! 🙌💻 

Follow @sanidhya.ai to stay updated with the latest tech trends. 

#MemeGenerator #AIComedy #FunnyMemes #ArtificialIntelligence #DigitalHumor #ComedyCentral #LaughOutLoud #MemeCulture #TechHumor #AIHumor","#MemeGenerator, #AIComedy, #FunnyMemes, #ArtificialIntelligence, #DigitalHumor, #ComedyCentral, #LaughOutLoud, #MemeCulture, #TechHumor, #AIHumor"
2023-04-13,17:45:39,-1,"👀 Want to survive the AI wave? You need to know about this website! 👀

Follow @sanidhya.ai for more updates on the latest tech trends and tips on how to maximize your productivity! 

#AIrevolution #learnprompting #AIcommunication #futuretech #techskills #digitallearning #AItraining #techcommunity #productivityhacks #sanidhya","#AIrevolution, #learnprompting, #AIcommunication, #futuretech, #techskills, #digitallearning, #AItraining, #techcommunity, #productivityhacks, #sanidhya"
2023-04-10,15:00:00,836,"🔥Explore your native places like never before on Google Maps!🔥
Have you ever wished that you could explore your hometown or ancestral village on Google Maps? Well, we’ve got some exciting news for you! 🌟🌍

So why wait? Start exploring your hometown on Google Maps today! 🔍💫

Follow @sanidhya.ai for more updates on the latest tech trends and tips on how to maximize your productivity! 

#googlemapsindia #exploringindia #hometownpride #localtravel #hiddenplaces #digitaltravel #virtualtourism #techupdates #productivityhacks #sanidhya.ai","#googlemapsindia, #exploringindia, #hometownpride, #localtravel, #hiddenplaces, #digitaltravel, #virtualtourism, #techupdates, #productivityhacks, #sanidhya"
2023-04-07,16:01:12,-1,"Say goodbye to the frustration of large file sizes and try this tool today! 🔗💫

Follow @sanidhya.ai for more tips on how to maximize your productivity and efficiency! #filecompression #freefilecompression #compressedfiles #filesharingmadeeasy #filetransfers #productivitytools #efficiencyhacks #smallerfiles #freetools #sanidhyaai","#filecompression, #freefilecompression, #compressedfiles, #filesharingmadeeasy, #filetransfers, #productivitytools, #efficiencyhacks, #smallerfiles, #freetools, #sanidhyaai"
2023-04-04,15:15:00,-1,"🔥Get more connections on LinkedIn with this secret tool!🔥

Are you tired of sending the same boring connection requests to potential clients and employers? Do you want to stand out from the crowd and make a lasting impression? Look no further! 💻🌟

Follow @sanidhya.ai for more tips on how to maximize your growth and reach on LinkedIn! 

Here’s the prompt:

My name is <Enter name>. I am currently studying/ working in <Domain> as a <Profession/Student>. I have learned/worked with <X,Y,Z>. I am an <topic> enthusiast. Mention how I’ll add value to the business and the person.Ask about hiring opportunities in the company that they work in. Make it personal and relevant to the user. (Write more about yourself to generate better results)

Don’t forget to follow for more 🚀🚀

#copyai #linkedinconnections #personalizedmessages #aiassistant #linkedinmarketing #linkedinbranding #growthhacking #socialselling #reachout #sanidhyaai","#copyai, #linkedinconnections, #personalizedmessages, #aiassistant, #linkedinmarketing, #linkedinbranding, #growthhacking, #socialselling, #reachout, #sanidhyaai"
2023-04-01,15:00:00,-1,"🔥Attention job seekers in India!🔥
Are you tired of the same old job search methods? Are you looking for high paying remote jobs? Look no further! We’ve got 3 websites that will revolutionize your job search! 💻🌟

👉 Follow @sanidhya.ai for more career tips and tricks! 💡

#remotejobs #workfromhome #jobsearchindia #highpayingjobs #jobopportunities #jobsearchtips #careerdevelopment #jobseekers #jobsearchplatforms","#remotejobs, #workfromhome, #jobsearchindia, #highpayingjobs, #jobopportunities, #jobsearchtips, #careerdevelopment, #jobseekers, #jobsearchplatforms"
2023-03-29,15:21:35,529,"🔥 Fed up with sluggish file sharing? 🔥 What if we told you that you could send 10 GB files in seconds? Yes, you read that right.

Whether you’re a freelancer, a business owner, or a student, our website is perfect for anyone who needs to share large files quickly and efficiently. Don’t miss out on this game-changing technology – try it now!

Follow @sanidhya.ai for more exciting updates and tips on optimizing your online experience. 💻💨💾",
2023-03-26,16:08:04,-1,"🎉 Ready for the ultimate room makeover? 🎉 But wait, before you dive in, have you heard about our website that generates room designs using A.I.? 

Say goodbye to boring, cookie-cutter rooms and hello to personalised spaces that reflect your unique style.

Follow @sanidhya.ai for more such productive content",
2023-03-23,15:14:49,380,"🚀 Attention online sellers! 🤩 Are you tired of struggling to take professional product photos for your listings? 

😩 Say goodbye to those blurry, low-quality shots with this game-changing tool! 📷 This revolutionary product will help you create stunning images that will make your items stand out and attract more buyers. 

💰 Don't miss out on potential sales - click now to discover how we can take your product listings to the next level! 👉🏼💻👀

 Follow @sanidhya.ai to stay updated on the latest tech trends. 🌟",
2023-03-20,15:00:00,-1,"🔒 Is your mail password on the internet? 🔍

Have you ever wondered if your mail password has been compromised? Do you use the same password for multiple accounts? 😱 This reel will guide you to be cybersecure.

Follow @sanidhya.ai for more such productive content 🔒💻👨‍💻

 #cybersecurity #onlinesafety #passwordprotection","#cybersecurity, #onlinesafety, #passwordprotection"
2023-03-17,15:00:00,-1,"🔍 Tired of waiting for a reply from your recruiter after sending countless emails? 🔍

👀 I’ve got a game-changing tool that will help you keep track of your emails and never miss an important message again. 👀

Hey, it’s @sanidhya.ai, and I make awesome content that will help you stay ahead and productive. Follow me to join the productivity squad!

———————
Subject: Follow-up on Email Sent on [Insert Date]

Dear [Employer’s Name],

I hope this email finds you well. I am writing to follow up on the email I sent to you on [insert date] regarding [briefly mention the topic of the previous email].

I wanted to reiterate the importance of the matter discussed in my previous email and how it relates to my work and the company’s overall goals. [Insert a brief but compelling reason for the employer to revisit your previous email].

If you could take a moment to revisit my previous email and provide me with your thoughts, it would be greatly appreciated. Your feedback and guidance are important to me, and I look forward to hearing from you soon.

Thank you for your time and consideration.

Best regards,

[Your Name]

#productivitytips #productivityhacks #gmailhacks #MailTrack #emailtracking #emailmanagement #recruiting #jobsearch #productivitymatters #productivityhacks","#productivitytips, #productivityhacks, #gmailhacks, #MailTrack, #emailtracking, #emailmanagement, #recruiting, #jobsearch, #productivitymatters, #productivityhacks"
2023-03-14,15:00:00,-1,"🚨Say goodbye to annoying watermarks on your favorite images! 😒🚫

With this watermark remover tool, you can effortlessly get rid of any watermark and have the freedom to use your images as you please. 💯🙌

And for more productive content like this, be sure to follow @sanidhya.ai! 🔥",
2023-03-11,15:00:00,-1,"🥲Tired of applying to endless job postings on LinkedIn with no response from recruiters? 🤯 Don’t worry, I’ve got you covered! 🔍👀

In this reel, I’m sharing the best way to get a job on LinkedIn without getting ignored by recruiters. 💼💬 

For more productive content like this, make sure to follow @sanidhya.ai!

——————

Hey [nameoftherecruiter]! Your recruitment post caught my eye and I couldn’t resist reaching out.

Here are three reason why I’d be a good fit for the role:

1. Proven track record: With [insert number] years of experience in [insert industry/role], I have consistently delivered exceptional results and exceeded expectations.

2. Unique skillset: My expertise in [insert key skills] sets me apart from other candidates and makes me an invaluable asset to any team.

3. Passion for the industry: I am truly passionate about [insert industry/role] and am eager to contribute my talents to a company that shares my values.

After researching your company and culture, I’m confident that my experience and skills align perfectly with what you’re looking for. I would love the opportunity to discuss how I can contribute to your team.

——————",
2023-03-08,15:05:00,-1,"🚨Stop searching for free book PDFs online and getting caught in clickbaits and fraud downloads with viruses!🚨

👀Mind blown hack alert!👀

✨My name is Sanidhya and I make awesome content that will help you stay ahead and productive. Follow @sanidhya.ai and help me reach my goal of 1000 followers.

Don’t forget to save this reel and follow me for more productivity tips and tools.",
2023-03-05,15:10:00,-1,"🚨STOP searching for the best way to stream movies online with your friends because I FOUND IT! 

😍 Say goodbye to lag and hello to Sceener 🎥 It’s the ultimate solution to your streaming problems. 

Trust me, you’ll wonder how you ever lived without it! 

🔥 Keep the movie nights going and follow @sanidhya.ai for more productive content. 🤩",
