Date,Time,Views,Caption,Hashtags
2023-09-28,14:21:28,79925,"I Bought USA Billboard for @layers.shop & @overlaysclothing at TimeSquare🔥
.
#reels #layers #overlays #techburner","#reels, #layers, #overlays, #techburner"
2023-09-27,13:37:48,163484,"@layers.shop ko start kare ek saal complete hogya hai🔥 Thank you so much aap sabka❤️
Starting se aap sab ke liye Layers ko ek tech brand bnane ka socha tha or usko resgister bhi humne Layers Electronics ke naam se kia hua hai. Toh kuch hadd tak humne step 1 complete karlia hai or puri journey me aap sabne humesha support kia, ab next next steps ki baari shuru hochuki hai🔥",
2023-09-26,06:30:00,88059,"Got a chance to meet Youtube CEO @neal_mohan at Made on YouTube Event held at Google Head Office, USA. He is really excited for the future of YouTube in India🔥",
2023-09-25,14:07:29,243658,"It was great meeting @charlieputh at Google Head Office in Made on YouTube event, I wish you do great things in future🔥 Vlog soon⚡️",
2023-09-22,13:12:36,154278,"Hum gaye the Raja Ravan Ji ki Lanka me, bachpan me hum sab ne TV pe Ramayan dekhi hai, meri Dadi ne bhi meko bhot saari kahania sunai hai but aaj ki date pe humko in sab chizo ke baare me zada kuch pata nhi hai. Waise to mai ek tech youtuber hu but meko in sab chizo me kaafi zada interest hai❤️",
2023-09-20,04:21:21,181836,"Shot on iPhone 15 Pro Max🔥
.
#apple #shotoniphone","#apple, #shotoniphone"
2023-09-18,15:55:01,211778,"Jab bhi mai paani dekhta hu, merse ruka nhi jata 🌊",
2023-09-11,18:19:22,645367,"Barish ke 2 din ke baad, jab saari hopes khatam ho gyi thi. Aaj ek tagda match jite 🔥
Congrats Team India❤️",
2023-09-10,11:03:22,470792,"India vs Pakistan ke lie Ready🔥
व्लॉग कमिंग सून",
2023-09-08,16:25:24,121987,"“Khelna Zaroori hai” Hum chaahe kitna bhi busy ho, hum try krte hai week me ek baar Football khelne jaye. Aur is game ki sabse acchi baat ye hai ki ek sath puri team khel sakti hai similarly jaise hum sath me kaam karte hain🔥
I hope aap bhi life me maze karein.",
2023-09-05,13:32:58,301650,"Happy Teachers Day,
Mere teachers to bohot saare hain but sabke saath photos nahi hain.
3 cheezein batata hun jo maine mummy papa and dada dadi se sikhi.
Materialistic hona (Dadi) - Meri dadi ko cheezon se saario se chudio se, cars, gehne  and acchi cheezon se bohot pyaar tha, unse mujhme bhi aaya shayad. Jaise hum insaano ko emotion ke saath pyaar karte hain waise hi wo apni cheezon ko bhi karti thi, almost insaano ki tarah hi. Shayad isliye mai bhi technology se itna pyaar karta hun. 

Giving (Papa) - agar aap aankh band karke dete jaoge to wapas apne aap aa jata hai. 

Mummy (Ego) - Sab shayad bole ki ego badi bekar cheez hai, dusro ko chota samajhna nahi but apne aap ko bada samajhna and sabko saath me upar leke aana sikhaya. 

Best teachings mere hisab se padha kar nahi kar ke kari jati hain. 
Mai bhi wahi koshish karta hun. Next level cheezein karun, and shayad aapme se kisi ko kuch mast sa mil jae🔥",
2023-08-31,10:24:14,447856,"Raksha Bandhan Celebration❤️
Jab bhi saare cousins saath milte hain tab next level fun hota hai🔥",
2023-08-23,16:51:09,396746,"Aaj ek bada moment hai, 
ek aisa moment jo india ka future badlega.
Mai bhi 5 saal pehle paise bacha ke ISRO ka launch dekhne gaya tha, us din ki hawa me alag hi khushbu thi.
Aaj Chandrayaan 3 ki landing dekhke har Hindustani ki chaati thodi extra chaudi hogi.🇮🇳
Mai to pura showoff karne wala hun jis jis country me jaounga, haha😆
Humara desh and I hope aap bhi Chandrayaan 3 ki tarah udne wale hain🔥",
2023-08-15,14:07:36,111011,"Overlays new “Mystical Collection” is finally here!

Is bar humne Nature aur Mystical creatures se inspiration li hai. I hope aapko ye acche lagenge🔥",
2023-08-15,07:34:16,588609,"Ye moment ek khushi ka moment hai, har saal aata hau, humari saari khushi and saara freedom kaafi logon ki mehnat se aaya hai.
I hope hum sab is freedom ko badiya cheezein banane me lagae, taki ye flag har saal thoda aur uncha ho jae🇮🇳
Happy Independence day",
2023-08-14,17:40:35,77779,"Humari nayi collection kal launch ho rahi hai and mai aap logon ko thank you bolna chahta hun for being a part of this community and building this brand with us.
@overlaysclothing 
15th August 2023 🔥",
2023-08-11,14:10:11,121935,"Be the change🔥
Launching soon @overlaysclothing",
2023-07-23,09:16:59,162852,Seoul🔥,
2023-07-07,15:47:57,272021,"Har jagah ki ek story hoti hai, jitni stories aap dekho utni better aapki ban jati hai.",
2023-06-13,14:17:13,287047,"Hum London gaye the bhai @nothing ki team se milne Carl Pei se baat kari kaafi andar ka asli sach nikala, uski video aap jaake dekh sakte ho humko kaafi zada maza aya or definately ek next level experience tha🔥 jo team ki dedication hai or jo product me choti choti chizo me ghuske kaam kia jata h wo kaafi zada inspiring hai

All the best to nothing for future❤️",
2023-06-06,09:49:46,112676,"A Tale of Transformation and Power amidst Nature’s Beauty. 

#overlaysclothing #wearthechange","#overlaysclothing, #wearthechange"
2023-06-05,19:00:44,176742,Bhai🔥🔥🔥,
2023-05-27,09:50:35,149414,"Hum recently ek video ke shoot ke liye cricket khelne gaye the jaha mujhe kaafi zada maza aaya. 

Waise to mujhe football zada pasand hai aur har friday mai apni team ke saath football khelta hu par abhi IPL ka season chal raha hai to socha team ke saath cricket bhi khel li jaaye.

Team sports khelne se hum ek dusre ko aur behtar jaan sakte hai aur achi relations build kar sakte hai hai.

Humare busy schedule me har kisi ko gym jaane ka time nahi milta, isliye sports ek acha tarika hai apne body aur mind ko fit rakhne ka.

Sports meri life ka hamesha se important hissa raha hai, aur hamesha khel kar bohot maza aa jata hai.",
2023-05-08,13:06:37,395860,"Mr. Bean wali gaadi🤪 Humne ispe video banayi hai, aap bhi jake dekh sakte hain🔥",
2023-05-04,07:19:44,104614,"Just like a free spirit dive into the nature🍃

#overlaysclothing #wearthechange #overlays","#overlaysclothing, #wearthechange, #overlays"
2023-05-01,15:24:04,391223,"Rough & Tough Smartwatch 💪
.
#reels #technology #strong #watch","#reels, #technology, #strong, #watch"
2023-04-17,08:24:58,642026,"India’s first apple store ! 
Video Jald hi 🔥",
2023-04-08,15:04:02,203827,"Colors humare dil ke bohot close hai and i hope aap inhi kapado ki tarah apni life ko bhi rangeen bana de 

@overlaysclothing ka naya summer collection aa gaya hai",
2023-04-08,04:56:52,153762,"Octopus Shark ko kha jata hai🐙 
Summer Launch Live now 🔥
@overlaysclothing",
2023-04-07,05:38:38,113457,@overlaysclothing ka naya Summer Launch live ho chuka hai. is baar naye designs naye colors ke saath hum aae hain. Aap bhi batao kaise lage 🔥,
2023-03-31,16:49:25,87107,"Hum gaye Reliance Digital Store in South Ex to meet you guys and talk about how to create with Windows 11🔥

Windows 11 ke sath aap kaafi amazing chize kar sakte ho starting with Rs 5999/ emi per month. 

#Windows #WINDOWS11 #WindowsForCreators #CreateWithWindows11 #RelianceDigital","#Windows, #WINDOWS11, #WindowsForCreators, #CreateWithWindows11, #RelianceDigital"
2023-03-30,12:00:07,141197,"Come create with Windows 11 and get access to all these amazing features. Reliance Digital store pe aap Windows 11 laptop ₹5999 per month me le skte ho🔥

#Windows #WINDOWS11 #WindowsForCreators #CreateWithWindows11 #RelianceDigital","#Windows, #WINDOWS11, #WindowsForCreators, #CreateWithWindows11, #RelianceDigital"
2023-03-25,12:50:30,268093,"Folding Phone Crazy Tricks💥🔥
.
#OPPOFindN2Flip #BestFlipPhone #SeeMoreInASnap #InvisibleCrease #reels #technology","#OPPOFindN2Flip, #BestFlipPhone, #SeeMoreInASnap, #InvisibleCrease, #reels, #technology"
2023-03-18,12:20:42,120435,"Amazon me 16th to 19th March ko Smartphones me kafi mazedar Discounts, bank offers ur cashback deals aane wale hain🔥

*Prince Change Alert* - Due to sale, phone prices might have changed.

#SmartphonesScohoAmazonSocho #AmazonSpecials #AmazonIndia #SmartPhonesMatlabAmazon","#SmartphonesScohoAmazonSocho, #AmazonSpecials, #AmazonIndia, #SmartPhonesMatlabAmazon"
2023-03-13,16:35:32,191553,Namaste London 🙏,
2023-03-08,08:42:40,233594,"Happy Holi Doston🔥
I hope aap sab logon ki life bhi colors se bhar jaye❤️",
2023-02-25,10:46:11,127304,This Is Our Biggest Collab *Layers X Marvel*,
2023-02-25,10:41:10,148040,"Heroes, bachpan se humari life ka ek bada part rahe hain, wo chahein humare parents ho, siblings ho, soldiers ho ya phir superheroes🔥 Hum unke jaisa he banna chahte hai. Aur apne aap ko unke jaisa he sari mushkilo se ladte dekhna chahte hain. Aaj humara sabse bada collab @layers.shop x Marvel launch ho raha hai, aur ye  SUPERPOWER hume aap ne di hai, apne pyar aur support se❤️",
2023-02-17,10:13:26,200064,"Aap sabke favourite Super Heroes aa rahe hain @layers.shop 🔥

Launching Today💥",
2023-02-16,11:35:43,258825,"BMW Covered with @layers.shop Skin 🔥

Layers New Launch at 17 Feb💥",
2023-02-15,16:46:45,221977,"We delivered @layers.shop at 5000+ pincodes 💥

New Launch at 17 Feb",
2023-02-14,17:27:05,234051,"Our Biggest Collab is Coming 🔥

@layers.shop New Launch on 17th Feb💥",
2023-01-21,11:36:12,347492,"Udtaa he phiroon😂

Bhai pehli baar private jet ka experience kaafi tagda tha🔥 aap bhi video jaake dekh sakte hain",
2023-01-18,12:14:36,283168,New Video Coming Soon,
2023-01-01,12:21:53,186133,"2022 thodi si pictures me🔥 
Happy New Year ❤️",
2022-12-29,11:20:13,113910,"@techburner on How He Clicked a 10,000 Megapixel Photo!!! 
.
.
.
.
#reels #reelsinstagram #techburnerclips #techworld #gadgets","#reels, #reelsinstagram, #techburnerclips, #techworld, #gadgets"
2022-12-04,12:25:40,190068,I am here because of You guys! ❤️🔥 @forbesindia #forbes30under30,#forbes30under30
2022-12-01,15:36:50,286151,"Maine hamesha se ek cheez feel ki hai, ki aap agar bas apna kaam karte raho and uspe apna best dete rahoge toh aapki life me sab acchi cheeze attract hongi🔥Content banana bhi kuch waisa sa he hai, hum bas aaptak accha content lana chahte hain, jisse aapka itna sara pyar attract hota hai ki kai bar toh mai speechless he hojata hu. Thankyou Guys aap sabke support ke liye and Thank you @exchange4media for giving me these Awards❤️",
2022-11-28,12:19:31,362401,"Aaj bhai ka happy budday hai!
Ek cheez jo seekhi hai share karta hun 

Pata nahi kaise ya kyun aisa hota hai but agar aap aankh band karke bas dete jao, bina expectation ke bina judge kie, paisa,pyaar,time,respect sab kuch, wo wapas 10 guna hoke aata hai aur zaroor aata hai.
Sunne me simple lagta hai but kaam karta hai🔥",
2022-11-22,13:19:42,122226,@overlaysclothing ke is wale launch ko itna zyada pyar dene ke liye bohot he bada Thankyou❤️,
2022-11-17,12:00:31,105831,We Created a Special @overlaysclothing Store🔥,
2022-11-16,18:33:45,280611,"@overlaysclothing ka naya Winter collection aagaya hain doston. Is baar ka collection humne CHANGE se inspire hoke banaya hai, I hope aapko accha lagega 🔥",
2022-11-14,15:57:08,191640,16th Nov OverlaysClothing 🔥,
2022-11-12,18:01:39,283249,"New Overlays Collection is almost here ! 
16th November 🔥🔥",
2022-11-10,16:32:46,124117,@layers.shop and @overlaysclothing ke through humne kafi kuch seekha hai aur aage kafi kuch Special and Interesting cheeze aap tak le kar aayenge. Aaj YourStory ke Techspark event me aap sabse milke kafi accha laga🔥,
2022-11-08,11:13:38,105727,"80% two-wheelers India mein electric ho jaenge! 

Aur ab humare paas aa chuka hai @heromotocorp ka naya #ElectricScooter VIDA V1 

VIDA V1 @vidadotworld ke taraf se ek aisa scooter hai jisme 2 removable batteries hai, 100+ fast charging stations, aur iss scooter ko apne riding ke hisaab se customise bhi kiya jaa sakta hai. Ek 7 inch ka TFT display bhi milta hai jisme smartphone waale saare feature bhi daal rakhe hai jaise geofencing, anti-theft alarm, track my bike, etc.
So, let’s #MakeWay for a better, cleaner, and greener tomorrow
Aap bhi VIDA V1 ko sirf ₹2,499 me book kar sakte ho.
#VidaEScooter","#ElectricScooter, #MakeWay, #VidaEScooter"
2022-11-07,12:46:15,174703,Meta Creator Day me kaafi tagda experience tha🔥itne saare creators se milke or baat krke bohot maza aya.,
2022-11-02,15:06:06,87616,"This post is a reminder to pay your bills on time and win rewards. And to stop spending time scrolling cause ab humne toh tech ko burn hi kar liya, nothing left to see today 🔥

#CREDpaydays #CREDad","#CREDpaydays, #CREDad"
2022-11-01,16:46:14,232163,"We created the best laptop skin! 🔥

#reel #techburner #layers #ownyourskin #explore","#reel, #techburner, #layers, #ownyourskin, #explore"
2022-11-01,11:55:23,236019,"Layers ko aap sabne bahut zyada pyar diya hai❤️ Humne socha bhi nahi tha ki itne kum time me aap sabka itna support milega, aur isi support ko aur badhane ke liye hum apna ek naya Special Launch leke aagaye hain🔥 is bar naye designs ke sath-sath Laptop ke skins bhi available hain. Aap bhi jaa ke checkout kar sakte hain @layers.shop pe🔥",
2022-11-01,07:02:08,252266,"Thank you Meta for putting a smile on their faces.

6Nov Creator day, See ya",
2022-10-30,09:02:31,103618,"Customising the Biggest iPhone 📱 

Launching @layers.shop new collection on 1st November 🔥
STAY TUNED 💥

#ownyourskin #layers #iphone #custom","#ownyourskin, #layers, #iphone, #custom"
2022-10-29,15:31:34,119767,"Doston 6th November ko Delhi me #MetaCreatorDay hone wala hai🔥

Aap log bhi humse milne aa sakte hain, aapko bas ek reel banani h koi bhi AR effect use kar ke ya humari reel ko remix krke. Bas humko tag or #ReelToCreatorDay daalna mat bhulna.

Aap apni reel ko bio wale link pe submit kr skte h or Meet & Greet me aa sakte hain🔥","#MetaCreatorDay, #ReelToCreatorDay"
2022-10-27,14:06:13,461108,"Bhai Dooj Celebration❤️
Jab bhi saare cousins saath milte hain tab next level fun hota hai🔥",
2022-10-26,15:45:47,74997,"Hello Doston🔥

#MetaCreatorDay Delhi me hone wala hai 6th November ko. Aur aap sabko mai host karunga for a meet and greet

Ajao milke kuch masaledaar karte hai🔥🔥
Details coming soon - STAY TUNED",#MetaCreatorDay
2022-10-24,14:15:17,182374,Happy Diwali Doston 🪔🔥,
2022-10-17,14:23:37,133767,"Thand aane wali hai toh socha T-shirts ke sath aakhri poses dedu.
@overlaysclothing ka ye wala Launch toh hogaya lekin thand me kya? Aap ko kya lagta hai kya kiya jaye next launch me?",
2022-10-13,14:19:05,158431,"Surprising Creators with @layers.shop Skins 🔥

#ownyourskin #layers #minivlog","#ownyourskin, #layers, #minivlog"
2022-10-09,08:49:02,198518,Digital jungle ke beech AC ki hawa ya real jungle ki AISI hawa 😍🔥,
2022-10-07,15:37:38,179661,"1 Gbps Airtel 5G Plus Experience 🔥

@airtelindia 

#Airtel5GPlusLaunch #minivlog #collab","#Airtel5GPlusLaunch, #minivlog, #collab"
2022-10-03,13:49:51,186745,"Poora September thodi si pictures mai!

 #photodump ✌️",#photodump
2022-09-29,14:05:22,89223,"Doston mast khabar ye @hubblemoney app se iPhone 14 aur bahut saare electronics aap 10% lesser price pe le sakte ho savings plan banake! 🔥

#hubblekarenge #savenowbuylater #croma #hubble #hubblemoney #reward #earnmoney #onlineshopping #ad #reels","#hubblekarenge, #savenowbuylater, #croma, #hubble, #hubblemoney, #reward, #earnmoney, #onlineshopping, #ad, #reels"
2022-09-18,07:07:32,197864,"Har jagah ki ek story hoti hai, jitni stories aap dekho utni better aapki ban jati hai.",
2022-09-15,13:09:30,182036,Dosto agar JCB ki Khudai dikhne hai toh video aa gai hai! 🔥,
2022-09-12,16:23:06,129867,"""Phata Poster Nikla Hero""

Overlays new drop is Live now! 🔥",
2022-09-11,13:33:50,134343,"Overlays New Launch is Here ! 🔥
#overlaysclothing",#overlaysclothing
2022-09-08,09:13:34,302946,"My First Apple event 🔥

Beautiful Place Beautiful People and Beautiful Phone ofcourse more beautiful with @layers.shop 

Vlog Coming soon",
2022-09-04,11:01:10,169567,"Yeh session mere liye kaafi Majedaar raha! Short form content jo ek hot topic hai, uspar aap sabke saath baat karna kaafi interesting tha. Ek acha back and forth conversation mein aap logo se bhi seekhne ko mila aur ek kaafi insightful discussion raha 🔥",
2022-09-03,15:30:14,120665,"Hame art itni pasand hai aur India ka culture bhi issi art ko represent karta hai.. isliye hamne koshish ki hai yeh ethnic designs ke through yeh art apke saath share kare.

Aur aap yeh 2 skins khareed sakte ho sirf ₹799 mai! 

@layers.shop 

#etnic #collection #skins #layers #OwnYourSkin","#etnic, #collection, #skins, #layers, #OwnYourSkin"
2022-09-02,10:31:09,103788,"Sabki life mai dark phase aate hai but humne uss dark phase ko channelise kiya humare Dark Collection ke saath aur ke tagda skin taiyar kiya 🔥🖤

@layers.shop 

#OwnYourSkin #layers #dark #collection #techburner","#OwnYourSkin, #layers, #dark, #collection, #techburner"
2022-09-02,06:14:51,138957,"Failure humari life ka bada part hota hai usi ko lekar humne yeh Messed It Collection banaya hai! 🤙🏻

@layers.shop 

#OwnYourSkin #Layers #MessedIt #collection #techburner","#OwnYourSkin, #Layers, #MessedIt, #collection, #techburner"
2022-09-01,16:29:07,140444,"Mujhe nature bohot pasand hai, hopefully aapko humara nature's collection bhi bohot pasand aaye! 🌿🗻🔥

@layers.shop 

#OwnYourSkin #layers #collectionsstory #techburner","#OwnYourSkin, #layers, #collectionsstory, #techburner"
2022-09-01,14:38:38,189092,"We Believe Sky Is Not The Limit 🚀🔥

#OwnYourSkin #layers #collectionstory #techburner","#OwnYourSkin, #layers, #collectionstory, #techburner"
2022-09-01,12:40:39,287577,"3 saal ki mehnat ab hum aaptak leke aagaye hain. Thoda sa Nervous hu aur kafi zyada excited bhi, Ek alag si feeling hai. Jitne bhi collections Launch kiye hain wo sab mere dil ke kaafi kareeb hai, har collection ki ek alag kahani hai. Aur ab aap bhi usko Layers.shop se jake le sakte hain. @layers.shop 

#Layers #TechBurner #OwnYourSkin","#Layers, #TechBurner, #OwnYourSkin"
2022-08-31,14:26:12,135814,"Launching on 1st September 6:00 P.M. 🔥🚀

@layers.shop #OwnYourSkin",#OwnYourSkin
2022-08-29,13:12:04,169844,"We created the best skin! 🔥

#reel #techburner #layers #ownyourskin #explore","#reel, #techburner, #layers, #ownyourskin, #explore"
2022-08-28,18:50:16,488582,"India vs Pak cricket se badhkar hai, jo energy jo passion humne aaj feel kara uska koi comparison nahi. 

2 Din ki Neend aur 3000kms travel was so much worth it🔥🇮🇳",
2022-08-27,11:05:27,304110,"New Special Project! 🔥

Launching on 1st September. @layers.shop 

#reel #startup #techburner #explore #OwnYourSkin","#reel, #startup, #techburner, #explore, #OwnYourSkin"
2022-08-26,15:51:45,284459,"Humne Ek nayi factory kharid li hai 🔥🎉
@layers.shop 
Kon kon 1st September ke liye excited hai? 

#reel #factory #techburner #explore #OwnYourSkin","#reel, #factory, #techburner, #explore, #OwnYourSkin"
2022-08-25,13:54:32,218957,"30Lakh ka jaadu hai Doston! 

#reels #explore #explorepage #layers #tech #product #business #OwnYourSkin  @layers.shop","#reels, #explore, #explorepage, #layers, #tech, #product, #business, #OwnYourSkin"
2022-08-18,09:18:03,198431,"Doston mai hi Iron Man hu 🤫 
Aur ye saare photos humneh #GalaxyZFold4 se li hai ek dum mast photo aayi.",#GalaxyZFold4
2022-08-15,05:37:08,254373,"Ek Country kuch logon ke lie ek jagah hai, kuch ke lie Symbol hai, Flag hai, kuch ke lie ek Boundary hai. Mere lie mera Desh uske log hain, unki Soch hai, uska Culture hai. Is Desh ne mujhe sab kuch dia hai. 
Ek country jo har tarah ke logon ko samajhti hai, ek culture jo life ki har choti cheez me humko bhagwan dikhata hai, you look at any area of life education, Art, Business, Astrology, Spirituality our country has great depth and history behind each. I try to learn everyday from it. 

If you take pride in your body, you will have a nice body.
If you take pride in your work, you will do great work.
I believe if each one of us takes pride in our nation, we will do amazing things for it. 

Happy Independence Day 🇮🇳",
2022-08-10,02:19:46,96733,"They said i was boring.

They said it is bad to be obsessive. 

They said its not meant for boys like me.

They see me different now, but i am the same kid looking up in the sky at dreams bigger than myself.",
2022-08-08,09:23:16,148228,Kal Friendship Day tha toh jadoo neh mujhe ye gift kiya. Apko kya mila doston? 😜,
2022-07-18,13:18:28,79989,"Mai ikdum sacchi sacchi batata hun, mai bachpan me kabhi koi award nahi jita aur jab jitta bhi tha to galat person ko award mil jata tha but khelne me maza aata tha.
Still to this day I love the game and playing more than the awards.
I am very grateful to be on the cover of @forbesindia but it is all because of you guys, it is maybe because i never focused on the prizes, i just enjoy the game a lot more. 🔥",
2022-07-15,06:28:40,132404,I am very talented,
2022-07-10,12:02:31,183102,"Movie ke set and production dekhne gaya tha, kabhi kabar dekh ke maja bhi aata hai ki cardboard se mahal bana dia kabhi thoda bura lagta hai ki puri fighting plastic ki talwaro se ki😅",
2022-07-08,11:29:01,107443,Pyaar pyaar hota hai mere dostooo! 😜,
2022-07-05,04:28:03,167453,🎁,
2022-07-01,12:33:32,53918,Virtual world mai kitna bhi doob jao lekin khana khane ke liye actual world mai hi aana padhta hai! 🔥,
2022-06-30,06:11:31,81261,"Imagine. Create. Inspire.🔥

We all imagine to create something that inspire the world but hum log hamesha ek safer path choose karte hai ya risk nahi lete nayi cheeze karne ki. 

That's why to break this monotonous chain hum @overlaysclothing ka ek new collection leke aaye hai, taki aap log usse inspire hokar kuch next level creative kar paye apne liye! 🔥

#OverlaysClothing #NewCollection","#OverlaysClothing, #NewCollection"
2022-06-25,05:02:53,90421,"Freedom ki keemat

Jab college ke baad job nahi li aur decide kara ki videos banaenge, I chose freedom. It was the toughest time of my life. It came with uncomfort,uncertainity, failure and anxiety. I feel ye freedom ki keemat hai. Ye jab tak free ho saath rahte hain, I just learnt to reduce them and understand them. 

Freedom sunne me mast lagta hai but to handle freedom i believe requires great courage and clarity🔥",
2022-06-24,07:38:31,79907,"Overlays New Collection is Live🔥
Thrilled to announce that our new #SummerCollection is out now. Aap logo neh bohot support kiya last time and apke previous feedbacks se this time we are providing instant deliveries taaki apko zada wait na karna padhe. Hope aap sab ko maza aayega humare yeh naye summer collection ko le kar 🔥

#OverlaysClothing #SummerDrop","#SummerCollection, #OverlaysClothing, #SummerDrop"
2022-06-23,12:27:06,89193,"To make you feel cool through our hot summer drop 🔥

#OverlaysClothing #SummerDrop","#OverlaysClothing, #SummerDrop"
2022-06-21,07:03:49,81634,"But actually mai i have started meditating, mere ek team member ne bataya tha ki kaafi help karta hai toh i am exploring it. Hoping to learn, grow & enjoy the process 🧘

#internationalyogaday #yoga","#internationalyogaday, #yoga"
2022-06-20,06:49:57,140781,Bilkul mazak nahi This is one of the Fastest Car i have driven. 😎,
2022-06-10,13:01:33,114299,Mard ko dard nahi hota lekin neend toh aati hai 😴,
2022-06-08,13:31:32,110407,Kaise ho dostooo 🤙🏻,
2022-06-06,13:30:56,97370,"Dostooo Aaj mera bachpan ka sapna pura hogaya yeh electric car chalane ka!
Vase toh humne kaafi saari electric gaadhi test kar rahi hai but yeh electric lamborgini is THE BEST 🤩🚘",
2022-06-03,13:03:04,139269,"Bade miya, chote miya 🔥😜
@mythpat",
2022-06-01,13:10:22,265339,Local trains mai baithne ka jo alag majaa hai woh flights mai nahi hai. Kaam ke liye fligts mai jata rahta hu but iss baar socha kuch adventure kiya jaye. 😜,
2022-05-27,13:44:42,117013,"Thankyou @forbesasia !

I am super glad to be mentioned in the seventh annual “30 Under 30 Asia” list.

I always wanted to inspire change and drive innovation through content. Being recognised by Forbes magazine and learning that this is coming into action which motivates me to keep working in the same way every day. Hope to work, create and change more! 

#forbes #30under30","#forbes, #30under30"
2022-05-18,13:26:24,236742,"Dubai mai majedaar gadgets, gaadhiya aur Burj Khalifa dekh ke maza aaya. Travelling mein hamesha se mazza aata raha hai par iss baar hamne kafi naya type of content shoot kiya, kafi tiring hogya par Mazza bhi utna hei aaya. Stay tuned! 🤙🏻",
2022-05-15,11:16:33,156247,Main nikla gaddi leke but raste pe nahi reti pe 😂,
2022-05-12,11:00:46,93165,Dosto maine Multiverse meh jane ka rasta khol liya hai. Kon chalega mere sath batao 🤣,
2022-05-08,10:29:38,137962,Naye Gadget ko unpack karne ki khushi 🤗,
2022-05-05,12:29:42,114957,Garmi andar aur bahar dono jagah hai dhyaan rakho aur nimbu pani pete raho 🥵🔥,
2022-04-27,13:13:32,165088,"Doston garmiyan aagyi hai, goa ka plan bana liya jaye🏝",
2022-04-24,14:45:35,244829,"Log Mujhe watchman bulane lage hai😅
Mazak ki baat side mai, smartwatches ka comparison karne mai mujhe kaafi maza aaya!",
2022-04-20,09:00:37,143874,"Sleigh rides are snow much fun ⛄️❄️
Travel ka sabse best part hai nayi jagah explore karna aur naye experience gain karna.",
2022-04-17,08:16:00,135827,"Two Big Guns In My Hand, to shoot literally 😜😂

We recently upgraded our Gear and purchased RED Film Cameras.

Although it comes with its own set of challenges but we are more excited what new we can bring for you to experience.",
2022-04-15,14:40:26,130092,"Dhoom Machale releasing soon 🔥

Alag alag jagah ki alag alag vibes hain, kahin ped hi ped kahin sand hi sand. India bohot hi diverse aur sundar hai❤️",
2022-04-14,10:29:54,117724,"Thodi si garmi aur thodi si sardi, dono ka hi balance life mein bhut zaroori hai.",
